#Field:candidate	WeekId	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job posting	04/01/2011	8	8	8	0	0	2	2	2	0	0
we are hiring	04/01/2011	10	7	7	3	0	12	7	7	3	0
all	04/04/2014	406722	357010	184972	20537	2418	373889	342130	180313	19451	2791
all old	04/04/2014	34499	28197	19954	2614	841	34192	28071	19361	2431	656
hashtags	04/04/2014	500193	461281	213981	24270	2098	477578	442545	208749	23470	2367
job opening	04/04/2014	12609	11746	6907	450	123	12675	11816	6942	422	136
job opportunity	04/04/2014	8725	7441	6597	596	182	8553	7262	6451	562	201
job posting	04/04/2014	5280	4518	2227	425	57	5820	5156	2393	476	67
we are hiring	04/04/2014	7675	4529	4219	1136	490	7503	4051	3774	1056	463
all	04/05/2013	285886	274055	168747	7778	1261	330694	317663	195540	8546	979
all old	04/05/2013	23887	22094	16551	927	266	33240	29240	22481	1162	223
hashtags	04/05/2013	295048	284858	169271	7673	748	344385	332117	196369	8612	937
job opening	04/05/2013	8893	8520	5943	212	47	10220	9926	6701	187	29
job opportunity	04/05/2013	8403	7213	5034	348	21	9276	8570	5894	418	42
job posting	04/05/2013	3647	3470	2641	111	35	4729	4489	3506	141	26
we are hiring	04/05/2013	3588	2993	2776	254	65	6602	5886	5725	329	78
all	04/06/2012	830989	337511	177129	7757	882	467474	370629	181122	7286	1565
all old	04/06/2012	637537	60398	21354	2530	107	120997	97452	24165	2055	160
hashtags	04/06/2012	361348	300060	164078	6000	622	386321	306890	167051	5721	1000
job opening	04/06/2012	660293	18262	10896	1136	11	26065	20421	11966	455	25
job opportunity	04/06/2012	12083	5548	3451	402	12	15718	6137	3800	399	18
job posting	04/06/2012	2391	2077	1826	110	8	2565	2257	1992	113	4
we are hiring	04/06/2012	25043	20967	7549	608	7	57886	52693	10863	775	32
all	04/08/2011	140733	138010	73128	1370	665	396	250	213	58	0
all old	04/08/2011	7813	7328	5896	219	49	138	22	22	12	75
hashtags	04/08/2011	181198	178318	84012	1656	624	409	301	237	49	9
job opening	04/08/2011	2218	2106	1691	56	4	56	4	4	4	46
job opportunity	04/08/2011	1447	1398	1258	33	2	11	5	5	3	0
job posting	04/08/2011	1707	1674	1342	20	0	8	8	8	0	0
we are hiring	04/08/2011	1314	1128	899	77	19	10	7	7	3	0
all	04/11/2014	430527	394925	199563	23014	2206	406722	357010	184972	20537	2418
all old	04/11/2014	33907	27316	19955	2758	921	34499	28197	19954	2614	841
hashtags	04/11/2014	466765	430717	206276	23199	2667	500193	461281	213981	24270	2098
job opening	04/11/2014	13405	12415	7147	459	222	12609	11746	6907	450	123
job opportunity	04/11/2014	7345	6032	5538	577	199	8725	7441	6597	596	182
job posting	04/11/2014	3763	3060	2143	494	47	5280	4518	2227	425	57
we are hiring	04/11/2014	6368	3709	3409	926	368	7675	4529	4219	1136	490
all	04/12/2013	286392	274501	168850	7696	1508	285886	274055	168747	7778	1261
all old	04/12/2013	25335	23066	17426	999	441	23887	22094	16551	927	266
hashtags	04/12/2013	297152	276654	164616	7518	901	295048	284858	169271	7673	748
job opening	04/12/2013	9024	8678	6244	188	33	8893	8520	5943	212	47
job opportunity	04/12/2013	8097	7471	5037	386	53	8403	7213	5034	348	21
job posting	04/12/2013	3656	3456	2702	131	10	3647	3470	2641	111	35
we are hiring	04/12/2013	4493	3509	3234	303	304	3588	2993	2776	254	65
all	04/13/2012	510891	319516	171822	7439	778	830989	337511	177129	7757	882
all old	04/13/2012	146886	42304	16173	2352	119	637537	60398	21354	2530	107
hashtags	04/13/2012	411475	296297	163556	5773	551	361348	300060	164078	6000	622
job opening	04/13/2012	91372	6485	5264	551	38	660293	18262	10896	1136	11
job opportunity	04/13/2012	18740	4642	3166	461	144	12083	5548	3451	402	12
job posting	04/13/2012	3354	2380	2061	134	2	2391	2077	1826	110	8
we are hiring	04/13/2012	23129	16645	3753	617	91	25043	20967	7549	608	7
all	04/15/2011	139038	136579	76868	1340	562	140733	138010	73128	1370	665
all old	04/15/2011	6998	6614	5617	199	10	7813	7328	5896	219	49
hashtags	04/15/2011	180435	177427	88774	1605	716	181198	178318	84012	1656	624
job opening	04/15/2011	1944	1860	1528	47	0	2218	2106	1691	56	4
job opportunity	04/15/2011	1451	1407	1240	32	0	1447	1398	1258	33	2
job posting	04/15/2011	1561	1545	1216	14	0	1707	1674	1342	20	0
we are hiring	04/15/2011	1044	841	804	74	0	1314	1128	899	77	19
all	04/18/2014	470108	431010	211483	23987	3508	430527	394925	199563	23014	2206
all old	04/18/2014	35623	28620	20943	2903	1078	33907	27316	19955	2758	921
hashtags	04/18/2014	458344	426610	202051	21801	2014	466765	430717	206276	23199	2667
job opening	04/18/2014	12360	11383	6914	454	151	13405	12415	7147	459	222
job opportunity	04/18/2014	7520	6029	5525	520	133	7345	6032	5538	577	199
job posting	04/18/2014	3523	2838	1972	442	77	3763	3060	2143	494	47
we are hiring	04/18/2014	7041	3868	3641	993	424	6368	3709	3409	926	368
all	04/19/2013	409595	395974	225033	9328	1257	286392	274501	168850	7696	1508
all old	04/19/2013	32794	30872	23247	1034	235	25335	23066	17426	999	441
hashtags	04/19/2013	325401	315854	184527	7237	812	297152	276654	164616	7518	901
job opening	04/19/2013	11813	11389	8108	187	105	9024	8678	6244	188	33
job opportunity	04/19/2013	10794	10060	6647	382	21	8097	7471	5037	386	53
job posting	04/19/2013	4509	4304	3333	119	52	3656	3456	2702	131	10
we are hiring	04/19/2013	5520	4868	4550	338	67	4493	3509	3234	303	304
all	04/20/2012	468189	297667	170270	7475	659	510891	319516	171822	7439	778
all old	04/20/2012	65804	25576	16217	2019	252	146886	42304	16173	2352	119
hashtags	04/20/2012	457620	310549	171710	6398	1132	411475	296297	163556	5773	551
job opening	04/20/2012	24371	8231	5284	424	95	91372	6485	5264	551	38
job opportunity	04/20/2012	12441	6202	3464	354	7	18740	4642	3166	461	144
job posting	04/20/2012	2801	2436	2113	105	10	3354	2380	2061	134	2
we are hiring	04/20/2012	12467	4726	3129	679	108	23129	16645	3753	617	91
all	04/22/2011	152080	149144	84658	1312	872	139038	136579	76868	1340	562
all old	04/22/2011	8540	7939	6883	254	64	6998	6614	5617	199	10
hashtags	04/22/2011	195872	193124	97295	1689	557	180435	177427	88774	1605	716
job opening	04/22/2011	2877	2626	2202	77	96	1944	1860	1528	47	0
job opportunity	04/22/2011	1337	1289	1203	29	0	1451	1407	1240	32	0
job posting	04/22/2011	1781	1753	1499	19	2	1561	1545	1216	14	0
we are hiring	04/22/2011	1302	1096	1021	81	0	1044	841	804	74	0
all	04/25/2014	469762	432458	207499	22356	2488	470108	431010	211483	23987	3508
all old	04/25/2014	34642	28628	20008	2732	659	35623	28620	20943	2903	1078
hashtags	04/25/2014	453884	424584	198043	20394	1669	458344	426610	202051	21801	2014
job opening	04/25/2014	12924	12022	6492	459	195	12360	11383	6914	454	151
job opportunity	04/25/2014	6886	5871	5462	528	75	7520	6029	5525	520	133
job posting	04/25/2014	3349	2720	1941	390	51	3523	2838	1972	442	77
we are hiring	04/25/2014	6060	3660	3443	866	228	7041	3868	3641	993	424
all	04/26/2013	385410	373068	215004	8636	995	409595	395974	225033	9328	1257
all old	04/26/2013	33594	31674	23344	1027	247	32794	30872	23247	1034	235
hashtags	04/26/2013	385028	374005	208338	8282	819	325401	315854	184527	7237	812
job opening	04/26/2013	11058	10774	7465	175	41	11813	11389	8108	187	105
job opportunity	04/26/2013	11129	10532	6878	378	47	10794	10060	6647	382	21
job posting	04/26/2013	4764	4585	3480	116	29	4509	4304	3333	119	52
we are hiring	04/26/2013	5605	4868	4635	333	69	5520	4868	4550	338	67
all	04/27/2012	426809	305816	178252	7913	747	468189	297667	170270	7475	659
all old	04/27/2012	75162	27176	17471	2317	190	65804	25576	16217	2019	252
hashtags	04/27/2012	440554	360910	196397	7579	868	457620	310549	171710	6398	1132
job opening	04/27/2012	20910	7747	5069	333	16	24371	8231	5284	424	95
job opportunity	04/27/2012	13460	7678	4362	505	15	12441	6202	3464	354	7
job posting	04/27/2012	3223	2405	2099	129	1	2801	2436	2113	105	10
we are hiring	04/27/2012	9520	4393	2880	703	43	12467	4726	3129	679	108
all	04/29/2011	145027	144060	81452	771	125	152080	149144	84658	1312	872
all old	04/29/2011	7363	7179	6143	134	15	8540	7939	6883	254	64
hashtags	04/29/2011	187170	185863	93443	1009	189	195872	193124	97295	1689	557
job opening	04/29/2011	2515	2461	2025	42	0	2877	2626	2202	77	96
job opportunity	04/29/2011	1471	1445	1326	24	1	1337	1289	1203	29	0
job posting	04/29/2011	1669	1661	1363	6	0	1781	1753	1499	19	2
we are hiring	04/29/2011	958	895	864	41	2	1302	1096	1021	81	0
all	05/02/2014	442868	407782	200112	21487	3162	469762	432458	207499	22356	2488
all old	05/02/2014	31521	25932	18683	2367	675	34642	28628	20008	2732	659
hashtags	05/02/2014	479265	445393	204555	21793	1676	453884	424584	198043	20394	1669
job opening	05/02/2014	12044	11091	6256	414	158	12924	12022	6492	459	195
job opportunity	05/02/2014	8574	6496	6062	515	1134	6886	5871	5462	528	75
job posting	05/02/2014	3934	3295	2271	336	51	3349	2720	1941	390	51
we are hiring	05/02/2014	6472	3753	3444	934	366	6060	3660	3443	866	228
all	05/03/2013	385943	371467	218498	8532	2528	385410	373068	215004	8636	995
all old	05/03/2013	31900	29800	22340	1042	232	33594	31674	23344	1027	247
hashtags	05/03/2013	386640	374939	214116	8614	1155	385028	374005	208338	8282	819
job opening	05/03/2013	11141	10812	7463	200	45	11058	10774	7465	175	41
job opportunity	05/03/2013	8959	8419	5982	334	56	11129	10532	6878	378	47
job posting	05/03/2013	4410	4252	3195	117	27	4764	4585	3480	116	29
we are hiring	05/03/2013	5945	5001	4620	328	376	5605	4868	4635	333	69
all	05/04/2012	424359	317666	180522	7540	694	426809	305816	178252	7913	747
all old	05/04/2012	40806	29283	16847	2152	186	75162	27176	17471	2317	190
hashtags	05/04/2012	468896	373360	199704	7191	627	440554	360910	196397	7579	868
job opening	05/04/2012	11552	9891	5394	276	22	20910	7747	5069	333	16
job opportunity	05/04/2012	9506	7818	4597	468	21	13460	7678	4362	505	15
job posting	05/04/2012	2571	2270	1969	115	3	3223	2405	2099	129	1
we are hiring	05/04/2012	8829	4363	2385	709	79	9520	4393	2880	703	43
all	05/06/2011	111155	110450	61652	492	172	145027	144060	81452	771	125
all old	05/06/2011	6010	5873	4950	76	7	7363	7179	6143	134	15
hashtags	05/06/2011	143099	142419	70592	532	175	187170	185863	93443	1009	189
job opening	05/06/2011	2278	2247	1757	26	0	2515	2461	2025	42	0
job opportunity	05/06/2011	1097	1082	995	14	5	1471	1445	1326	24	1
job posting	05/06/2011	1414	1404	1130	6	0	1669	1661	1363	6	0
we are hiring	05/06/2011	758	693	665	30	0	958	895	864	41	2
all	05/09/2014	441144	402674	199669	23508	3362	442868	407782	200112	21487	3162
all old	05/09/2014	30713	24803	18437	2304	527	31521	25932	18683	2367	675
hashtags	05/09/2014	504598	463126	211382	25689	2866	479265	445393	204555	21793	1676
job opening	05/09/2014	13540	12359	7164	423	285	12044	11091	6256	414	158
job opportunity	05/09/2014	8570	7129	6582	691	226	8574	6496	6062	515	1134
job posting	05/09/2014	4257	3501	2417	269	323	3934	3295	2271	336	51
we are hiring	05/09/2014	6422	3637	3399	959	375	6472	3753	3444	934	366
all	05/10/2013	411145	396868	220373	10109	2114	385943	371467	218498	8532	2528
all old	05/10/2013	30044	28042	20406	1036	399	31900	29800	22340	1042	232
hashtags	05/10/2013	355333	343912	191583	8314	1508	386640	374939	214116	8614	1155
job opening	05/10/2013	10873	10531	7094	169	63	11141	10812	7463	200	45
job opportunity	05/10/2013	10299	9158	6122	395	599	8959	8419	5982	334	56
job posting	05/10/2013	4839	4620	3561	128	41	4410	4252	3195	117	27
we are hiring	05/10/2013	5515	4701	4250	319	124	5945	5001	4620	328	376
all	05/11/2012	474611	330605	181934	7495	1066	424359	317666	180522	7540	694
all old	05/11/2012	76468	45272	18813	2073	123	40806	29283	16847	2152	186
hashtags	05/11/2012	523133	370098	200246	6998	1063	468896	373360	199704	7191	627
job opening	05/11/2012	36673	28656	8051	328	46	11552	9891	5394	276	22
job opportunity	05/11/2012	20561	7929	4519	471	173	9506	7818	4597	468	21
job posting	05/11/2012	6798	2233	1946	132	15	2571	2270	1969	115	3
we are hiring	05/11/2012	6826	1949	1862	643	76	8829	4363	2385	709	79
all	05/13/2011	101666	101143	57300	399	112	111155	110450	61652	492	172
all old	05/13/2011	5400	5294	4483	61	16	6010	5873	4950	76	7
hashtags	05/13/2011	131143	130633	65828	446	109	143099	142419	70592	532	175
job opening	05/13/2011	1931	1910	1596	20	2	2278	2247	1757	26	0
job opportunity	05/13/2011	884	873	764	6	0	1097	1082	995	14	5
job posting	05/13/2011	1238	1232	983	4	0	1414	1404	1130	6	0
we are hiring	05/13/2011	655	622	609	19	0	758	693	665	30	0
all	05/16/2014	434105	396171	194139	23671	2846	441144	402674	199669	23508	3362
all old	05/16/2014	35299	27039	19527	2494	690	30713	24803	18437	2304	527
hashtags	05/16/2014	499659	460692	207385	26347	2374	504598	463126	211382	25689	2866
job opening	05/16/2014	14309	12497	7054	462	119	13540	12359	7164	423	285
job opportunity	05/16/2014	8220	6927	6392	622	78	8570	7129	6582	691	226
job posting	05/16/2014	4255	3555	2327	325	53	4257	3501	2417	269	323
we are hiring	05/16/2014	6596	3740	3429	921	473	6422	3637	3399	959	375
all	05/17/2013	392424	379421	217242	8568	2913	411145	396868	220373	10109	2114
all old	05/17/2013	28227	26432	19694	942	365	30044	28042	20406	1036	399
hashtags	05/17/2013	340745	330699	189314	6982	2499	355333	343912	191583	8314	1508
job opening	05/17/2013	10170	9884	6876	175	61	10873	10531	7094	169	63
job opportunity	05/17/2013	8520	7972	5780	349	26	10299	9158	6122	395	599
job posting	05/17/2013	4661	4473	3465	132	23	4839	4620	3561	128	41
we are hiring	05/17/2013	5504	4769	4347	295	134	5515	4701	4250	319	124
all	05/18/2012	1267973	420761	212311	10954	1819	474611	330605	181934	7495	1066
all old	05/18/2012	103458	25695	17313	2480	218	76468	45272	18813	2073	123
hashtags	05/18/2012	1158499	400637	197928	8281	1002	523133	370098	200246	6998	1063
job opening	05/18/2012	25881	11239	6823	538	88	36673	28656	8051	328	46
job opportunity	05/18/2012	58348	7869	4820	627	43	20561	7929	4519	471	173
job posting	05/18/2012	2426	2025	1782	112	45	6798	2233	1946	132	15
we are hiring	05/18/2012	9024	2413	2307	824	89	6826	1949	1862	643	76
all	05/20/2011	117740	116979	64890	587	176	101666	101143	57300	399	112
all old	05/20/2011	5058	4937	4269	87	19	5400	5294	4483	61	16
hashtags	05/20/2011	112226	111636	60349	467	111	131143	130633	65828	446	109
job opening	05/20/2011	1801	1757	1503	16	2	1931	1910	1596	20	2
job opportunity	05/20/2011	1066	1048	911	12	0	884	873	764	6	0
job posting	05/20/2011	883	882	747	1	0	1238	1232	983	4	0
we are hiring	05/20/2011	727	633	625	23	0	655	622	609	19	0
all	05/23/2014	474516	430039	206430	27619	2767	434105	396171	194139	23671	2846
all old	05/23/2014	30765	24924	18298	2363	1104	35299	27039	19527	2494	690
hashtags	05/23/2014	475895	432785	199864	26463	2141	499659	460692	207385	26347	2374
job opening	05/23/2014	12378	11536	6464	431	126	14309	12497	7054	462	119
job opportunity	05/23/2014	7709	6486	6001	568	163	8220	6927	6392	622	78
job posting	05/23/2014	2939	2544	1835	205	21	4255	3555	2327	325	53
we are hiring	05/23/2014	7034	3910	3667	972	546	6596	3740	3429	921	473
all	05/24/2013	355571	341000	200158	8573	3388	392424	379421	217242	8568	2913
all old	05/24/2013	28342	26480	19904	956	308	28227	26432	19694	942	365
hashtags	05/24/2013	349829	337289	190525	7939	2736	340745	330699	189314	6982	2499
job opening	05/24/2013	8689	8469	5777	145	52	10170	9884	6876	175	61
job opportunity	05/24/2013	9308	8630	6385	313	165	8520	7972	5780	349	26
job posting	05/24/2013	4320	4156	3183	122	16	4661	4473	3465	132	23
we are hiring	05/24/2013	5961	5257	4752	284	91	5504	4769	4347	295	134
all	05/25/2012	590989	288767	158551	8676	1217	1267973	420761	212311	10954	1819
all old	05/25/2012	205263	31677	17195	2098	119	103458	25695	17313	2480	218
hashtags	05/25/2012	401494	283730	153313	7046	942	1158499	400637	197928	8281	1002
job opening	05/25/2012	20614	18976	7714	313	6	25881	11239	6823	538	88
job opportunity	05/25/2012	157399	6306	4156	706	63	58348	7869	4820	627	43
job posting	05/25/2012	2180	1836	1665	120	12	2426	2025	1782	112	45
we are hiring	05/25/2012	7215	2587	2453	814	37	9024	2413	2307	824	89
all	05/27/2011	79116	77937	48052	676	114	117740	116979	64890	587	176
all old	05/27/2011	3332	3092	2739	83	11	5058	4937	4269	87	19
hashtags	05/27/2011	61520	60776	39049	460	129	112226	111636	60349	467	111
job opening	05/27/2011	890	855	767	20	0	1801	1757	1503	16	2
job opportunity	05/27/2011	750	728	598	12	0	1066	1048	911	12	0
job posting	05/27/2011	586	577	542	7	0	883	882	747	1	0
we are hiring	05/27/2011	478	375	369	17	3	727	633	625	23	0
all	05/30/2014	490755	449943	204155	26065	3429	474516	430039	206430	27619	2767
all old	05/30/2014	33356	27782	19484	2280	698	30765	24924	18298	2363	1104
hashtags	05/30/2014	525171	484646	206048	26484	2198	475895	432785	199864	26463	2141
job opening	05/30/2014	12716	11529	6682	450	198	12378	11536	6464	431	126
job opportunity	05/30/2014	7841	6504	6018	568	161	7709	6486	6001	568	163
job posting	05/30/2014	2973	2515	1895	224	29	2939	2544	1835	205	21
we are hiring	05/30/2014	8657	5823	4063	996	411	7034	3910	3667	972	546
all	05/31/2013	346267	334229	201951	8167	2676	355571	341000	200158	8573	3388
all old	05/31/2013	27822	25963	19147	973	219	28342	26480	19904	956	308
hashtags	05/31/2013	348218	337914	196818	7623	2532	349829	337289	190525	7939	2736
job opening	05/31/2013	9127	8839	6071	166	78	8689	8469	5777	145	52
job opportunity	05/31/2013	8466	7687	5462	318	39	9308	8630	6385	313	165
job posting	05/31/2013	4006	3817	2905	106	44	4320	4156	3183	122	16
we are hiring	05/31/2013	5788	5125	4473	325	58	5961	5257	4752	284	91
all	06/01/2012	2123713	309469	179463	9562	1048	590989	288767	158551	8676	1217
all old	06/01/2012	54396	23621	16021	2061	179	205263	31677	17195	2098	119
hashtags	06/01/2012	2161997	314030	176908	8100	837	401494	283730	153313	7046	942
job opening	06/01/2012	13151	10850	6636	348	21	20614	18976	7714	313	6
job opportunity	06/01/2012	25253	6272	4013	550	85	157399	6306	4156	706	63
job posting	06/01/2012	2094	1879	1694	79	1	2180	1836	1665	120	12
we are hiring	06/01/2012	11791	2549	2432	858	58	7215	2587	2453	814	37
all	06/03/2011	61340	60328	39227	606	119	79116	77937	48052	676	114
all old	06/03/2011	2350	2234	2033	68	4	3332	3092	2739	83	11
hashtags	06/03/2011	48249	47486	31986	402	77	61520	60776	39049	460	129
job opening	06/03/2011	606	587	534	12	2	890	855	767	20	0
job opportunity	06/03/2011	515	486	458	18	1	750	728	598	12	0
job posting	06/03/2011	372	361	342	6	0	586	577	542	7	0
we are hiring	06/03/2011	360	306	304	28	2	478	375	369	17	3
all	06/06/2014	477630	440705	194893	23295	3122	490755	449943	204155	26065	3429
all old	06/06/2014	32496	26647	19616	2352	1006	33356	27782	19484	2280	698
hashtags	06/06/2014	567014	529284	210567	26280	2385	525171	484646	206048	26484	2198
job opening	06/06/2014	12554	11772	6694	416	118	12716	11529	6682	450	198
job opportunity	06/06/2014	7455	6209	5776	521	116	7841	6504	6018	568	161
job posting	06/06/2014	3209	2770	2182	251	32	2973	2515	1895	224	29
we are hiring	06/06/2014	5761	3398	3123	844	320	8657	5823	4063	996	411
all	06/07/2013	306615	296964	181892	6684	2507	346267	334229	201951	8167	2676
all old	06/07/2013	31899	29924	21385	1060	339	27822	25963	19147	973	219
hashtags	06/07/2013	337828	328499	190165	7023	2554	348218	337914	196818	7623	2532
job opening	06/07/2013	9570	8898	6311	194	73	9127	8839	6071	166	78
job opportunity	06/07/2013	8523	8115	5345	287	50	8466	7687	5462	318	39
job posting	06/07/2013	4748	4562	3552	130	17	4006	3817	2905	106	44
we are hiring	06/07/2013	6224	5438	4594	303	54	5788	5125	4473	325	58
all	06/08/2012	701192	285482	166026	7527	775	2123713	309469	179463	9562	1048
all old	06/08/2012	178816	19729	13990	1712	37	54396	23621	16021	2061	179
hashtags	06/08/2012	595991	290572	164515	6387	939	2161997	314030	176908	8100	837
job opening	06/08/2012	8611	7914	5430	232	22	13151	10850	6636	348	21
job opportunity	06/08/2012	6668	5479	3453	336	20	25253	6272	4013	550	85
job posting	06/08/2012	1766	1612	1441	62	6	2094	1879	1694	79	1
we are hiring	06/08/2012	138459	2425	2293	841	18	11791	2549	2432	858	58
all	06/10/2011	38721	37389	24696	524	389	61340	60328	39227	606	119
all old	06/10/2011	1341	1093	1020	51	50	2350	2234	2033	68	4
hashtags	06/10/2011	29727	29061	20116	380	40	48249	47486	31986	402	77
job opening	06/10/2011	376	354	332	7	16	606	587	534	12	2
job opportunity	06/10/2011	321	302	274	11	0	515	486	458	18	1
job posting	06/10/2011	182	177	172	3	0	372	361	342	6	0
we are hiring	06/10/2011	359	188	188	25	2	360	306	304	28	2
all	06/13/2014	446544	410973	212287	22600	3206	477630	440705	194893	23295	3122
all old	06/13/2014	46912	40294	30370	2839	854	32496	26647	19616	2352	1006
hashtags	06/13/2014	661241	614335	268890	32198	3694	567014	529284	210567	26280	2385
job opening	06/13/2014	15923	14663	8717	543	275	12554	11772	6694	416	118
job opportunity	06/13/2014	10508	9157	8453	642	201	7455	6209	5776	521	116
job posting	06/13/2014	4067	3516	2872	257	27	3209	2770	2182	251	32
we are hiring	06/13/2014	11062	8288	7315	969	369	5761	3398	3123	844	320
all	06/14/2013	317768	306119	193589	7207	2622	306615	296964	181892	6684	2507
all old	06/14/2013	32947	30630	22052	1106	302	31899	29924	21385	1060	339
hashtags	06/14/2013	349364	336407	202268	7577	2887	337828	328499	190165	7023	2554
job opening	06/14/2013	9850	9445	6525	186	63	9570	8898	6311	194	73
job opportunity	06/14/2013	8694	8228	5681	287	31	8523	8115	5345	287	50
job posting	06/14/2013	4237	4088	3075	115	13	4748	4562	3552	130	17
we are hiring	06/14/2013	6851	5920	5085	372	209	6224	5438	4594	303	54
all	06/15/2012	375291	275365	160601	6536	1183	701192	285482	166026	7527	775
all old	06/15/2012	76792	21851	16042	2136	127	178816	19729	13990	1712	37
hashtags	06/15/2012	369805	300887	165670	5625	1019	595991	290572	164515	6387	939
job opening	06/15/2012	42223	9679	6808	619	99	8611	7914	5430	232	22
job opportunity	06/15/2012	10554	6276	4009	442	20	6668	5479	3453	336	20
job posting	06/15/2012	2353	2024	1802	97	24	1766	1612	1441	62	6
we are hiring	06/15/2012	6876	1959	1883	596	23	138459	2425	2293	841	18
all	06/17/2011	128023	125412	72601	1412	325	38721	37389	24696	524	389
all old	06/17/2011	5108	4746	4238	164	19	1341	1093	1020	51	50
hashtags	06/17/2011	98818	96973	58661	1055	288	29727	29061	20116	380	40
job opening	06/17/2011	1766	1482	1314	40	14	376	354	332	7	16
job opportunity	06/17/2011	1027	968	887	37	2	321	302	274	11	0
job posting	06/17/2011	852	832	756	12	3	182	177	172	3	0
we are hiring	06/17/2011	978	796	770	65	25	359	188	188	25	2
all	06/20/2014	463229	424397	216311	24956	2949	446544	410973	212287	22600	3206
all old	06/20/2014	45115	38681	30143	2841	1212	46912	40294	30370	2839	854
hashtags	06/20/2014	613313	566642	254120	32014	2832	661241	614335	268890	32198	3694
job opening	06/20/2014	18859	15965	10214	618	1631	15923	14663	8717	543	275
job opportunity	06/20/2014	10722	9441	8712	666	231	10508	9157	8453	642	201
job posting	06/20/2014	3518	3036	2613	248	106	4067	3516	2872	257	27
we are hiring	06/20/2014	10256	7364	6651	1012	437	11062	8288	7315	969	369
all	06/21/2013	310636	298947	188452	7666	2876	317768	306119	193589	7207	2622
all old	06/21/2013	29478	27155	21065	1205	292	32947	30630	22052	1106	302
hashtags	06/21/2013	321512	310957	188877	7738	2642	349364	336407	202268	7577	2887
job opening	06/21/2013	10452	9709	6853	235	94	9850	9445	6525	186	63
job opportunity	06/21/2013	7416	6798	5396	364	51	8694	8228	5681	287	31
job posting	06/21/2013	4421	4191	3256	172	35	4237	4088	3075	115	13
we are hiring	06/21/2013	5934	4999	4608	330	138	6851	5920	5085	372	209
all	06/22/2012	378932	335994	192412	7348	827	375291	275365	160601	6536	1183
all old	06/22/2012	41720	22817	16570	1868	87	76792	21851	16042	2136	127
hashtags	06/22/2012	306522	278463	162900	5031	590	369805	300887	165670	5625	1019
job opening	06/22/2012	12423	9752	6818	381	13	42223	9679	6808	619	99
job opportunity	06/22/2012	13025	7348	4458	448	26	10554	6276	4009	442	20
job posting	06/22/2012	2534	2158	1896	104	8	2353	2024	1802	97	24
we are hiring	06/22/2012	9071	2066	1982	597	8	6876	1959	1883	596	23
all	06/24/2011	58306	57023	36959	679	178	128023	125412	72601	1412	325
all old	06/24/2011	2348	2055	1895	82	94	5108	4746	4238	164	19
hashtags	06/24/2011	44976	44098	29881	523	114	98818	96973	58661	1055	288
job opening	06/24/2011	803	619	586	20	2	1766	1482	1314	40	14
job opportunity	06/24/2011	500	466	411	17	1	1027	968	887	37	2
job posting	06/24/2011	388	375	351	7	2	852	832	756	12	3
we are hiring	06/24/2011	388	303	300	28	14	978	796	770	65	25
all	06/27/2014	672882	623300	265179	32742	3457	463229	424397	216311	24956	2949
all old	06/27/2014	41811	35162	27268	2609	1492	45115	38681	30143	2841	1212
hashtags	06/27/2014	622142	579604	244047	29246	2599	613313	566642	254120	32014	2832
job opening	06/27/2014	13968	12660	7598	478	367	18859	15965	10214	618	1631
job opportunity	06/27/2014	9625	8396	7870	621	83	10722	9441	8712	666	231
job posting	06/27/2014	3014	2624	2177	218	35	3518	3036	2613	248	106
we are hiring	06/27/2014	9289	6772	6342	913	313	10256	7364	6651	1012	437
all	06/28/2013	285907	271852	166351	8138	2597	310636	298947	188452	7666	2876
all old	06/28/2013	25535	23464	18924	1068	271	29478	27155	21065	1205	292
hashtags	06/28/2013	284714	273409	162350	8148	2799	321512	310957	188877	7738	2642
job opening	06/28/2013	9332	8937	6175	214	77	10452	9709	6853	235	94
job opportunity	06/28/2013	5725	5161	4497	307	106	7416	6798	5396	364	51
job posting	06/28/2013	3860	3583	2905	142	12	4421	4191	3256	172	35
we are hiring	06/28/2013	5309	4496	4303	349	141	5934	4999	4608	330	138
all	06/29/2012	348822	308964	176585	7938	838	378932	335994	192412	7348	827
all old	06/29/2012	39593	22038	16056	1846	194	41720	22817	16570	1868	87
hashtags	06/29/2012	276352	255322	148640	5478	652	306522	278463	162900	5031	590
job opening	06/29/2012	16743	10562	7391	477	93	12423	9752	6818	381	13
job opportunity	06/29/2012	9102	6647	3925	389	16	13025	7348	4458	448	26
job posting	06/29/2012	2089	1899	1664	82	4	2534	2158	1896	104	8
we are hiring	06/29/2012	8928	2054	1992	566	16	9071	2066	1982	597	8
all	07/01/2011	107122	105257	61708	1186	236	58306	57023	36959	679	178
all old	07/01/2011	5447	5139	4498	132	12	2348	2055	1895	82	94
hashtags	07/01/2011	83659	82314	50362	855	223	44976	44098	29881	523	114
job opening	07/01/2011	2280	2243	1934	26	8	803	619	586	20	2
job opportunity	07/01/2011	971	912	847	32	5	500	466	411	17	1
job posting	07/01/2011	852	834	754	12	1	388	375	351	7	2
we are hiring	07/01/2011	881	627	617	71	34	388	303	300	28	14
