#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
hashtags	201210	22607	3827	3382	3181	22607	23877	3629	2975	2802	23877	5051	939	844	686	5051	6185	994	875	855	6185
job opening	201210	9634	349	314	552	9634	5228	237	229	301	5228	945	60	58	59	945	7772	115	113	294	7772
job opportunity	201210	3933	237	225	519	3933	2654	212	207	413	2654	743	62	57	104	743	1042	67	62	145	1042
job posting	201210	2495	160	139	242	2495	1295	125	109	183	1295	673	39	29	49	673	599	36	32	50	599
we are hiring	201210	6448	532	464	826	6448	6745	407	368	604	6745	2340	155	133	194	2340	2017	141	120	255	2017
all	201211	37118	4084	3628	3683	37118	43153	4870	4303	4950	43153	6005	862	763	686	6005	7897	1156	1029	1066	7897
all old	201211	10589	1020	930	1485	10589	22496	1250	1113	2134	22496	1820	182	173	296	1820	3698	310	280	517	3698
hashtags	201211	27600	3218	2846	2404	27600	22607	3827	3382	3181	22607	4477	717	626	444	4477	4603	893	798	631	4603
job opening	201211	2490	270	252	267	2490	9634	349	314	552	9634	300	53	52	35	300	942	80	76	95	942
job opportunity	201211	2098	185	177	339	2098	3933	237	225	519	3933	399	35	35	94	399	546	52	51	100	546
job posting	201211	1223	108	91	214	1223	2495	160	139	242	2495	287	28	25	48	287	417	37	27	69	417
we are hiring	201211	4810	468	425	674	4810	6448	532	464	826	6448	834	67	62	119	834	1805	146	134	257	1805
all	201212	27012	3698	3252	3025	27012	36471	3962	3509	3547	36471	4725	844	734	577	4725	6981	1027	908	800	6981
all old	201212	11502	1024	931	1382	11502	10338	986	900	1421	10338	2180	221	208	258	2180	3368	299	270	421	3368
hashtags	201212	17323	2926	2529	1881	17323	27184	3126	2752	2328	27184	2893	678	577	376	2893	4037	788	691	442	4037
job opening	201212	2711	261	250	346	2711	2395	269	251	261	2395	313	44	43	45	313	1198	86	82	122	1198
job opportunity	201212	2389	201	193	281	2389	2037	177	169	329	2037	549	56	53	48	549	522	50	48	68	522
job posting	201212	1293	139	120	190	1293	1292	103	87	193	1292	167	31	30	19	167	488	53	40	85	488
we are hiring	201212	5176	443	388	582	5176	4646	447	407	647	4646	1181	95	88	155	1181	1176	114	104	150	1176
all	201301	24860	3520	3029	2626	24860	26687	3680	3237	2993	26687	8470	1010	893	872	8470	8106	1164	1001	916	8106
all old	201301	13385	985	940	1283	13385	11315	1023	931	1376	11315	4544	298	287	454	4544	4592	342	333	480	4592
hashtags	201301	13194	2732	2277	1544	13194	17181	2908	2513	1855	17181	4540	774	665	497	4540	3881	875	722	503	3881
job opening	201301	3461	211	209	203	3461	2659	256	246	343	2659	1324	65	65	76	1324	1064	68	68	74	1064
job opportunity	201301	2826	244	238	354	2826	2392	202	194	281	2392	691	59	57	102	691	866	84	83	127	866
job posting	201301	2020	124	116	198	2020	1149	140	121	187	1149	774	39	39	81	774	1016	47	45	84	1016
we are hiring	201301	5082	424	399	528	5082	5182	445	390	582	5182	1755	139	133	195	1755	1646	151	146	195	1646
all	201302	48867	4430	3928	4349	48867	21851	3269	2800	2381	21851	12714	1181	1032	1181	12714	18743	1270	1108	1361	18743
all old	201302	31261	1317	1230	2240	31261	11731	892	853	1138	11731	8653	336	312	598	8653	11482	355	327	682	11482
hashtags	201302	19645	3378	2946	2403	19645	11733	2554	2118	1429	11733	4536	915	786	663	4536	8040	983	846	788	8040
job opening	201302	10951	291	273	471	10951	2697	197	195	178	2697	729	68	65	94	729	7290	103	94	191	7290
job opportunity	201302	4244	261	250	472	4244	2835	229	225	332	2835	589	61	60	116	589	1270	73	71	188	1270
job posting	201302	4120	196	176	449	4120	1527	112	104	159	1527	1788	58	52	166	1788	310	44	35	67	310
we are hiring	201302	12088	610	576	875	12088	4686	372	350	474	4686	5613	156	143	231	5613	2671	148	140	255	2671
all	201303	32609	4801	3909	4062	32609	48886	4445	3940	4364	48886	6581	1152	923	875	6581	8402	1219	954	1055	8402
all old	201303	15686	1178	1129	1965	15686	31025	1325	1238	2256	31025	2621	267	251	395	2621	4272	293	280	569	4272
hashtags	201303	18870	3867	3012	2427	18870	19922	3384	2948	2409	19922	4362	948	728	550	4362	4456	974	723	546	4456
