#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job opportunity	201301	40720	39003	28916	925	219	35657	28592	18372	1602	111	11525	11034	7943	286	64	18260	17755	15029	306	61
job posting	201301	15251	14495	10548	276	261	18014	14957	11119	510	103	5525	5244	3771	113	56	4355	4031	3042	83	189
we are hiring	201301	14799	12465	12067	960	341	24848	11440	10956	1790	290	4553	3763	3647	284	138	4961	4172	4038	343	89
all	201302	1625431	1571156	885685	30290	7562	1399548	1338826	761332	15343	3051	376810	360889	217510	8725	1090	421021	403182	232834	8931	4494
all old	201302	150895	138822	103861	4881	2506	116854	109996	81894	2928	1188	37627	34216	26933	1395	753	38365	35300	26645	1376	551
hashtags	201302	1593480	1537927	844836	28445	4337	1415345	1390096	758344	14332	2851	464444	444215	243730	10153	1129	418764	397955	223591	8390	1434
job opening	201302	55330	52844	37677	910	549	47135	45475	29923	569	283	15720	14828	10655	263	96	15026	14456	10735	309	101
job opportunity	201302	37057	34873	23747	1133	298	38420	36834	27580	851	212	8808	8238	5990	332	27	9626	8980	6156	320	64
job posting	201302	20662	19633	14713	514	249	14201	13581	9881	238	225	5223	4865	4004	154	123	4947	4758	3491	121	36
we are hiring	201302	18609	15374	14910	1231	627	13527	11405	11041	882	282	5252	4427	4283	375	117	4599	3641	3532	298	251
all	201303	1427727	1367311	843161	35644	4995	1609308	1554385	879108	30697	7626	360528	345836	212858	9283	1206	347902	333237	207201	9198	1256
all old	201303	150625	131985	103651	5028	1168	150223	138253	103512	4878	2435	35520	31404	23960	1228	232	34669	31162	24814	1155	368
hashtags	201303	1691721	1631278	934032	40172	4716	1595745	1539405	846079	29265	4438	374581	361410	213949	9318	974	416629	401002	230892	10287	1120
job opening	201303	45297	43472	31152	946	315	55176	52870	37838	924	551	11178	10810	7288	206	32	10728	10238	7536	236	148
job opportunity	201303	36493	33469	24339	1604	279	36844	34654	23648	1138	288	10432	9452	6436	459	46	8917	8236	5885	406	79
job posting	201303	19266	18429	13888	555	76	20632	19621	14541	515	250	5091	4840	3779	150	27	4784	4595	3535	130	9
we are hiring	201303	28313	24919	24294	1428	631	18928	15678	15191	1250	602	6800	6048	5886	345	81	7445	6635	6469	359	200
all	201304	1527992	1472038	868867	37022	6818	1427727	1367311	843161	35644	4995	445410	429768	249970	9963	2512	481749	466589	263739	10564	1474
all old	201304	129478	120682	90296	4430	1313	150625	131985	103651	5028	1168	39138	36759	27333	1211	320	40046	37802	28335	1214	328
hashtags	201304	1462630	1406529	815508	34274	3663	1691721	1631278	934032	40172	4716	443732	430742	242600	9618	1012	416031	404421	229222	8913	941
job opening	201304	45678	44094	31037	856	252	45297	43472	31152	946	315	13395	13020	8997	227	65	13849	13484	9521	212	102
job opportunity	201304	42621	39208	26355	1660	148	36493	33469	24339	1604	279	12271	11584	7804	437	43	13355	12511	8235	457	29
